name,2022/10/23,2022/10/22,2022/10/21,2022/10/20,2022/10/19,2022/10/18,2022/10/17,2022/10/16,2022/10/15,2022/10/14,2022/10/13,2022/10/12,2022/10/11,2022/10/10,2022/10/09,2022/10/08
Bronze 2h sword,3176,957,2148,1929,3318,2430,1366,3186,491,2373,2253,3176,1404,1582,2345,2272
Bronze arrow,2047664,885302,1851544,1383280,875422,3012215,1338996,2013614,647513,1414437,1773321,2047664,959747,934124,2169947,2005485
Bronze arrow(p),1561,400,0,211,58,1430,100,200,0,300,331,1561,0,201,2546,232
Bronze arrowtips,648901,179037,503427,477715,144928,640332,451125,544892,127629,366874,535236,648901,309309,395564,614106,451099
Bronze axe,47740,15948,33714,26974,31899,66670,27509,32061,4307,27415,47050,47740,6737,27488,18123,31825
Bronze bar,419891,103891,335736,192370,122604,421657,406699,351373,70148,178619,338994,419891,196394,136192,293555,326396
Bronze bolts (p),48,0,545,173,0,1607,0,12,0,8,4,48,0,22,11,0
Bronze bolts (p+),0,0,0,69,0,0,0,71,0,0,0,0,95,0,5,0
Bronze bolts (p++),0,0,0,0,0,2,189,34,66,0,10733,0,0,0,10,5
Bronze brutal,543,90,6189,1530,565,11614,225,1135,1514,1140,391,543,396,1142,204,1099
Bronze chainbody,1833,423,1259,782,433,1835,946,1479,552,1328,2022,1833,944,849,1267,891
Bronze claws,40,0,4,399,2,15,20,3,56,24,59,40,3,0,3,8
Bronze dagger,12716,3116,6903,6441,2810,8715,6708,7824,3551,6924,15400,12716,3012,3720,5156,5789
Bronze dagger(p),1,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0
Bronze dagger(p+),1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Bronze dart tip,336684,124415,244413,186782,122223,512966,241057,355499,79765,110030,351847,336684,215227,208245,325082,194251
Bronze dart(p),0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0
Bronze dragon mask,17,6,8,11,7,24,11,14,4,7,19,17,9,9,17,11
Bronze full helm,16280,6375,17399,13594,9155,24203,12270,19064,5461,9578,14208,16280,6598,6905,11993,11749
Bronze full helm (t),41,18,34,23,18,51,33,38,5,23,29,41,19,25,28,39
Bronze gold-trimmed set (sk),32,11,6,12,2,9,7,7,0,10,12,32,6,5,9,11
Bronze hasta,18,3,49,8,17,17,9,10,12,6,16,18,9,38,9,11
Bronze hasta(p),1,1,6,0,0,0,0,0,0,0,0,1,0,0,1,0
Bronze hasta(p++),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bronze javelin heads,3105,900,5838,1090,75,822,596,1707,519,436,1413,3105,645,1543,5765,1870
Bronze javelin(p),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronze kiteshield,3528,1283,3517,2434,1600,5194,2976,3824,1181,2331,3561,3528,2140,2386,4077,3818
Bronze kiteshield (g),73,22,49,49,22,90,25,50,11,38,47,73,29,38,48,34
Bronze knife(p),0,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0
Bronze knife(p+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronze knife(p++),0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0
Bronze limbs,348,95,236,160,3,12,62,58,39,33,124,348,89,1376,153,52
Bronze med helm,3063,1068,2708,1824,1420,3913,1814,2544,750,1841,2751,3063,2281,2161,3212,2646
Bronze nails,512888,145302,382854,295534,256279,496655,415944,621100,125574,255141,328836,512888,209390,314881,380081,321020
Bronze platebody (g),88,23,52,37,31,90,37,69,21,47,78,88,47,31,49,50
Bronze platebody (t),51,15,56,39,23,84,40,69,5,34,39,51,13,14,21,34
Bronze platelegs,2641,311,351,1022,642,1926,1264,2083,554,1263,1736,2641,1036,1234,1918,2480
Bronze plateskirt,765,186,118,144,244,630,518,149,26,374,382,765,84,123,586,128
Bronze plateskirt (g),33,28,31,26,15,26,26,55,2,27,15,33,12,25,19,18
Bronze plateskirt (t),27,6,22,17,8,30,11,46,3,17,23,27,16,8,16,23
Bronze set (sk),17,8,8,7,18,99,3,10,10,47,53,17,12,1,13,13
Bronze spear,1409,1063,2196,834,663,1540,599,1017,479,763,910,1409,559,389,601,578
Bronze spear(p),0,0,1,1,1,0,0,0,0,2,1,0,0,0,1,1
Bronze sq shield,2069,995,2581,1702,1416,2874,2007,2358,514,1198,1788,2069,1191,1030,1904,1588
Bronze sword,2943,1020,2274,2070,1486,4995,1855,3225,971,1959,3163,2943,1362,1572,2280,3023
Bronze thrownaxe,0,449,955,1,0,10,471,1020,0,2,0,0,0,0,0,2
Bronze warhammer,4072,1021,2186,2179,902,4040,1318,2886,780,2004,2400,4072,1102,2326,1920,2166
Bronze wire,4421,1547,2847,2595,1613,4646,2298,3386,1252,1972,2970,4421,2223,2174,3173,2686
Brown toy horsey,56,7,13,11,50,101,71,21,8,164,37,56,26,33,38,24
Bryophyta's essence,25,6,17,17,17,37,7,27,3,13,12,25,6,19,18,13
Bucket,10912708,1331274,3520694,2317502,894238,2224846,1514557,3957889,1412910,3774143,8863544,10912708,4028896,3057464,7318387,3337501
Bucket helm (g),13,7,17,19,14,11,14,12,5,6,11,13,8,13,14,11
Bucket of milk,266214,106767,192924,102875,78329,196174,139572,415012,120866,146466,142835,266214,195510,160862,207786,204322
Bucket of water,526513,108606,317695,353886,190213,468106,389859,602941,122358,240371,527724,526513,359054,285886,543480,193850
Bucket of wax,1722,962,2515,2051,1383,3248,1991,2390,667,806,1384,1722,1074,1291,2115,1618
Bullseye lantern (unf),650,303,1122,1612,437,1679,205,1039,1117,529,76,650,166,194,550,832
Burning amulet(5),91875,20858,51278,46426,30596,74671,53791,71289,19955,41035,64322,91875,32061,43678,94805,46973
Burnt page,591481,260823,499832,376165,268641,692660,340163,519496,161251,306952,427086,591481,313994,284368,423241,400639
Butterfly net,18296,6451,18640,17098,10765,28840,15298,18659,2051,8298,15715,18296,10918,12866,17939,8203
Cabbage round shield,112,29,59,200,19,325,29,54,22,58,57,112,26,21,63,65
Cabbage seed,919143,290093,678297,507252,346527,935711,488758,769297,225386,477065,718242,919143,408149,464273,727364,587053
Cactus seed,20321,6480,14739,13186,7870,22756,14808,16900,3870,9692,13917,20321,11690,9474,19885,14877
Cactus spine,701037,213859,499588,387119,301971,683495,357630,512923,176309,325031,495053,701037,305742,321682,487897,480932
Cadantine blood potion (unf),32419,30457,71308,91460,33775,50605,29776,38835,31978,63589,71764,32419,28665,15479,34455,41816
Cadantine seed,23844,5780,10626,9316,5628,19794,9885,14969,3986,11562,19379,23844,8282,8327,16189,13796
Cadava berries,31494,10964,29449,14916,10877,25775,16933,17899,12111,17135,25319,31494,19882,17571,24995,19211
Cadavaberry seed,157684,22319,56707,38704,27461,82744,48236,61665,7758,34956,129559,157684,76602,81221,130734,107708
Calcite,42074,7806,52674,36586,16243,17038,10718,25679,5847,20130,36698,42074,7154,10371,40198,29283
Calquat keg,1311,117,566,455,571,1308,204,470,78,496,413,1311,112,145,2033,811
Calquat sapling,17783,6798,16023,13376,7092,23038,11687,16684,5008,12557,15034,17783,7880,9878,16954,12803
Camelot teleport,209111,82238,221290,215777,143999,287943,140515,193807,68295,104328,168544,209111,110631,125388,223542,160333
Cannon barrels,673,294,647,500,260,715,396,665,168,363,561,673,347,307,634,445
Cannon base,731,290,574,504,272,718,399,627,201,329,506,731,299,328,576,446
Cannon furnace,701,291,542,485,244,678,380,582,180,299,542,701,302,280,588,424
Cannon stand,701,303,565,514,263,691,377,616,213,351,561,701,297,290,557,439
Carrallangar teleport,2464,1227,1715,2604,1097,2380,2438,4037,806,1747,2924,2464,1352,1179,2422,1532
Cat mask,85,25,51,57,28,100,47,45,23,45,78,85,48,30,60,53
Catalytic talisman,516,154,432,328,190,587,348,411,106,262,430,516,298,284,529,327
Catalytic tiara,115,39,61,37,30,64,103,95,20,26,30,115,169,189,326,282
Cavalier mask,231,12,20,22,21,46,22,69,33,36,190,231,7,20,20,42
Cave eel,1,26,7,30,0,362,33,1319,0,4,7,1,103,733,871,29
Caviar,7112,1743,16440,13574,14807,47091,43221,29186,13232,20495,26821,7112,13195,31537,36202,13039
Celastrus sapling,5198,1659,4657,3614,2323,5955,2842,4910,1294,3283,4634,5198,3033,3046,3636,4154
Celastrus seed,4884,1641,3003,2712,1860,4789,2436,3401,1019,2449,3236,4884,2145,2164,3449,2616
Chaos rune,112842456,32906385,82601798,63264583,43448712,110866826,59507544,78378698,25529688,54361993,79427782,112842456,54010973,55213263,86787210,69540010
Chaos talisman,7769,1832,1788,1896,1194,4847,1969,1920,636,1506,1907,7769,1370,9188,2086,7112
Chaos tiara,457,67,121,808,1357,1674,191,164,32,101,162,457,33,137,110,156
Charge dragonstone jewellery scroll,8715,3057,5206,5408,5237,10161,5531,17793,11794,4045,9219,8715,3315,20009,8093,6508
Cheese+tom batta,432,2,51,39,62,212,24,233,3,8,90,432,118,35,76,63
Chef's delight,1,2,0,0,1,1,1,0,1,0,2,1,0,2,1,1
Chef's delight(m4),0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0
Chef's delight(m),164,34,90,150,50,155,96,193,30,57,72,164,57,51,98,123
Chilli con carne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilli potato,5309,878,1325,2205,1283,2911,1523,1797,818,904,1296,5309,1129,2804,2480,5925
Chinchompa,298368,152036,210481,191477,101494,336397,212089,252487,74367,107144,105501,298368,161043,78963,215100,180951
Chisel,22585,2676,23173,20013,12298,31635,18666,20420,5468,11115,17629,22585,9806,9870,10598,8581
Choc saturday,54,22,13,102,26,81,31,62,12,6,68,54,69,292,11,36
Chocchip crunchies,144,5,78,66,45,163,31,105,2,18,93,144,112,91,200,90
Chocolate bar,464885,93012,273444,246480,124376,437982,294024,484146,74248,224717,307939,464885,242952,235242,520279,333469
Chocolate cake,58924,16266,15784,13618,19171,44507,14050,68799,7835,11030,31107,58924,32509,11213,33037,24802
Chocolate dust,270590,65138,177482,155351,86404,280633,132190,252690,61461,115468,243606,270590,121739,88514,183660,147536
Chopped tomato,0,0,0,1,0,0,1,0,0,0,1,0,644,4,0,0
Chopped tuna,64,27,1,34,0,499,582,2317,0,207,278,64,92,83,100,12
Chopped ugthanki,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
Cider(4),2,1,0,3,4,0,8,0,1,0,1,2,0,0,0,0
Cider(m4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citizen top,26,1,5,3,3,7,1,2,2,4,1,26,2,2,5,6
Citizen trousers,2,1,7,3,6,4,3,4,3,6,5,2,2,4,12,5
Cleaning cloth,173,86,168,99,121,173,152,118,60,77,98,173,76,67,220,89
Climbing boots,25641,9012,18974,18847,8856,27496,17397,19674,7610,10254,18541,25641,9225,13547,20370,14505
Clockwork,179194,45311,164369,107958,76725,238697,123225,136721,62737,92469,144045,179194,82192,73780,136182,146107
Coal,57886638,18048706,36521585,25882942,19552826,54636314,22698114,31940632,10403954,17469446,31833676,57886638,27591867,26689423,39550195,31239762
Cocktail guide,13,7,12,16,9,20,19,15,8,7,23,13,8,5,5,7
Cocktail shaker,173,48,38,66,64,87,58,56,27,131,262,173,100,32,56,52
Cod,51061,13921,29139,21643,25036,36876,20039,25777,9584,16285,28346,51061,23367,19055,38331,27328
Coif,36282,13275,19361,13967,10123,31464,19395,24927,7177,18483,26309,36282,14319,18317,22479,25893
Combat bracelet,274431,94040,241916,198545,109504,302913,162627,219272,79534,149793,226530,274431,142222,179887,288809,262242
Combat mix(1),0,0,0,0,0,1,0,0,0,1,0,0,0,3798,0,0
Combat mix(2),775,58,98,1,1,120,0,1,16,5,31,775,0,1495,19,121
Combat potion set,223,126,144,286,26,96,146,104,264,52,520,223,1332,29,404,148
Combat potion(3),47266,11831,29512,34963,19209,35107,23144,35131,12593,26175,37340,47266,14211,24500,44577,31135
Combat potion(4),119972,23658,73552,60067,43477,89311,46631,91194,19806,49147,64997,119972,47010,57532,68349,53666
Common kebbit fur,133,5,170,1,67,129,2,60,11,33,30,133,58,7,97,47
Comp ogre bow,327,125,246,203,144,652,150,275,96,150,212,327,388,500,445,302
Compost potion(1),14,8,1,6,3,3,6,2,1,1,1,14,9,3,105,3
Compost potion(2),101,60,158,8,0,26,0,191,0,50,320,101,8,5,13,7
Compost potion(4),6810,4295,6793,4407,4628,8801,4156,7792,3300,4131,5492,6810,3534,3870,7422,6810
Cooked chicken,10040,30942,20840,27308,2553,11238,2380,6996,1358,3504,10472,10040,11533,12892,41346,8835
Cooked chompy,425,113,249,281,177,474,248,309,273,145,235,425,142,371,403,144
Cooked jubbly,63,0,114,413,6,20,12,9,5,7,11726,63,8,7,18,7
Cooked meat,25851,17065,10562,14221,20620,25235,14601,15803,14549,13442,33948,25851,18253,17177,23193,17875
Cooked mystery meat,2024,0,23,69,83,47,56,33,24,321,209,2024,275,333,801,823
Cooked slimy eel,30,91,28,211,26,52,80,47,33,153,57,30,30,9,120,32
Cooked sweetcorn,29321,4715,11519,7353,1436,19171,31797,13013,1678,6308,41032,29321,5855,22691,21118,5687
Cosmic rune,41958700,9300978,23270091,20278819,11750620,34076543,15155868,24756324,8444334,10453875,19302296,41958700,21303027,22544542,34544054,25163817
Cosmic talisman,4902,804,2212,37648,1459,4843,1259,1832,765,2496,4843,4902,1945,1736,2137,2367
Cosmic tiara,635,81,460,393,497,304,165,364,131,494,751,635,71,95,769,396
Cream boots,181,143,40,191,117,378,23,46,24,23,205,181,76,14,217,24
Cream hat,1322,204,798,255,523,663,362,484,301,442,539,1322,630,591,1146,1030
Cream robe bottoms,6,8,12,18,0,215,5,4,2,4,10,6,5,3,11,0
Cream robe top,177,27,54,55,36,152,35,95,35,41,102,177,69,123,71,70
Crier hat,123,32,75,73,30,93,59,66,31,40,79,123,41,42,90,59
Crossbow,532,73,530,195,99,707,123,311,56,280,237,532,165,103,207,114
Crossbow string,5714,3357,4550,2214,2770,7817,711,511,430,6640,1369,5714,6733,10268,1508,408
Crunchy tray,1551,287,969,289,247,845,454,845,362,800,1885,1551,545,571,1337,905
Crushed superior dragon bones,74493,32857,71482,78686,63047,97638,96479,70810,27359,80213,76558,74493,40087,65379,100752,79846
Crystal armour seed,5251,1749,3577,2933,2066,5476,2737,3480,1375,2183,3519,5251,2363,2665,4055,3254
Crystal tool seed,344,80,232,171,134,332,143,232,77,150,256,344,148,161,256,214
Crystal weapon seed,4020,1627,2514,1691,1385,4317,1869,2511,675,1986,2775,4020,1706,2071,3115,2147
Cup of hot water,8953,18103,1348,1263,3181,3774,2204,10648,56,2756,1547,8953,15602,4653,11370,25751
Cured yak-hide,315,278,1231,18,75,1387,132,2585,47,16,16,315,4,364,4567,330
Curry,34561,8191,17749,8804,12723,46031,13937,47404,12896,12777,31090,34561,14842,12614,27093,16574
Cyclops head,106,51,87,53,39,103,49,75,23,54,74,106,41,55,57,60
Dagannoth bones,131711,44037,99399,54106,43101,141299,100819,84423,21346,75224,130669,131711,69818,61281,109399,103990
Dagannoth hide,1471,482,2511,1285,3483,1462,717,688,359,930,971,1471,643,896,954,1244
Dagon'hai robe top,190,79,154,108,68,193,111,141,60,91,145,190,112,97,144,132
Dagon'hai robes set,104,55,75,65,45,112,80,83,41,62,87,104,44,63,87,73
Damaged monkey tail,17193,1302,1028,511,796,1516,3658,6726,319,866,662,17193,229,1943,227,963
Dark bow,1616,604,1000,902,643,1619,836,1072,384,724,1084,1616,829,799,1208,957
Dark cavalier,147,20,45,47,23,147,76,46,30,83,79,147,89,124,210,140
Dark infinity colour kit,124,68,90,108,68,176,83,136,33,62,82,124,55,53,91,94
Dark kebbit fur,1467,517,1564,3178,1410,3889,2486,718,239,2528,2473,1467,1154,175,3338,1521
Dark tuxedo cuffs,12,4,5,9,6,12,7,6,6,5,8,12,5,4,7,12
Dark tuxedo shoes,29,6,6,14,6,15,11,9,5,7,13,29,6,10,6,16
Dashing kebbit fur,622,155,308,300,173,529,221,357,138,280,471,622,508,467,398,297
Death talisman,1319,622,2338,1407,539,3899,1557,2139,243,414,1523,1319,457,624,1014,1275
Deerstalker,24,9,21,32,16,38,22,21,12,12,19,24,14,21,21,16
Defence mix(2),7,0,0,0,0,13,0,0,0,0,10,7,0,0,241,0
Defence potion(1),21,4,253,21,8,24,10,26,3,14,16,21,11,7,259,37
Defence potion(3),1515,2061,3746,5449,486,1213,1296,684,604,742,1699,1515,1124,887,1817,2756
Demon feet,209,70,160,115,88,216,116,140,51,120,146,209,103,109,127,119
Desert boots,1838,830,1009,1541,1211,1374,761,1048,329,526,1699,1838,1095,490,1050,792
Desert camo top,8,1,6,4,8,4,0,3,7,3,2,8,7,6,13,7
Desert goat horn,136796,68060,124040,65281,57785,165019,61866,105900,39343,96857,205977,136796,107964,77980,138416,99663
Desert legs,15,3,6,11,3,180,4,21,2,7,17,15,7,6,5,5
Desert shirt,951,409,699,598,415,1072,540,747,314,421,812,951,575,653,1512,616
Desert top,39,5,18,20,3,105,28,23,4,41,13,39,257,16,179,179
Dexterous prayer scroll,363,98,238,174,145,389,175,249,93,185,221,363,165,181,252,216
Dharok's greataxe,1156,543,1100,725,470,1315,704,1100,386,579,1035,1156,586,551,996,901
Dharok's greataxe 0,3548,1625,2878,2230,1787,4347,2270,3116,1097,2081,2678,3548,1697,1893,2987,2971
Dharok's platebody,1112,466,939,676,455,1241,652,986,335,619,965,1112,614,567,981,740
Dharok's platebody 0,3640,1641,2842,2315,1848,4360,2290,3104,1115,2133,2783,3640,1778,1938,3056,3005
Dharok's platelegs,1151,511,1034,790,476,1339,784,1137,344,607,997,1151,563,478,981,799
Diamond,2090135,599587,1477675,1303199,923020,2708570,1188511,1555144,547021,975986,1482424,2090135,1045577,947956,1626088,1226717
Diamond amulet (u),146029,71504,136262,65006,35597,224649,95858,88659,51489,81156,140111,146029,81016,82202,141956,97913
Diamond bolt tips,2165910,710087,1422943,1140943,874532,2197228,1356923,1899210,685524,1144347,1814175,2165910,987682,1153009,2037394,1779425
Diamond bolts (e),3989892,1304355,2702834,2187857,1459131,4648074,2653042,3006920,999599,2012870,2892716,3989892,1803210,1709264,3028166,2281375
Diamond dragon bolts,739611,304149,627672,454396,246533,754934,535264,471934,196564,395823,475623,739611,387428,331707,780014,488348
Diamond dragon bolts (e),2298472,828110,1704482,1355906,871508,2564756,1434348,1795441,649178,1104742,1628911,2298472,1131085,1003367,1767962,1521957
Diamond ring,69386,13736,42584,38306,17418,63031,33137,37811,16136,31990,40863,69386,21162,19611,25406,40228
Digsite teleport,16414,5942,10901,9639,6503,19805,9420,11715,3752,8954,12355,16414,6966,7662,13170,10168
Disk of returning,810,283,522,237,290,495,535,293,273,1116,1767,810,168,54,510,855
Divine bastion potion(2),551,252,382,284,66,275,306,517,168,138,184,551,483,265,230,170
Divine bastion potion(3),512,114,625,355,1085,1028,360,717,112,444,442,512,593,477,479,900
Divine bastion potion(4),110315,46138,79927,72624,50379,107076,69613,102850,36168,68325,76651,110315,60710,50478,93939,74192
Divine battlemage potion(3),41,4,14,12,5,214,15,9,3,45,31,41,4,111,45,81
Divine magic potion(1),1912,227,693,1942,423,2874,592,1911,176,2135,2110,1912,846,896,1124,865
Divine magic potion(3),181,117,435,562,190,435,201,164,34,60,223,181,47,64,413,653
Divine magic potion(4),51024,9872,27017,26513,23192,60534,29530,37293,16962,25116,30009,51024,20234,23415,35705,22367
Divine ranging potion(1),36017,13383,24965,16439,7627,33214,23459,17204,11139,21986,22760,36017,20235,15079,33649,30133
Divine ranging potion(4),350643,125269,233744,201991,133481,357127,178351,270315,82125,158709,204204,350643,152270,150469,251586,185058
Divine super attack potion(2),53,8,3,209,80,40,17,12,3,4,11,53,11,1,1,3
Divine super attack potion(4),17376,6798,8197,7362,10493,18294,6799,9692,1467,7345,7940,17376,5163,9180,12719,6297
Divine super combat potion(1),35179,16031,23404,16521,9514,41805,23758,31500,10165,23250,21520,35179,20899,16498,35208,26837
Divine super combat potion(2),7629,5537,10674,2803,3526,8373,3526,6397,1615,3089,4640,7629,3328,4623,4749,3382
Divine super defence potion(1),127,50,35,4,26,42,18,18,0,10,1001,127,7,831,72,12
Divine super defence potion(3),63,4,13,12,29,32,5,11,31,288,18,63,9,36,111,11
Divine super defence potion(4),3499,832,1003,1391,587,1951,1100,3904,1180,1227,1362,3499,673,628,920,745
Divine super strength potion(2),337,15,24,14,89,43,26,12,26,76,25,337,1387,16,19,7
Divine super strength potion(4),12151,8547,14398,15970,7674,18086,7365,11583,6058,5028,9969,12151,6543,6833,10340,10603
Dodgy necklace,458615,189802,395725,261470,162692,492023,264242,378673,115965,161737,264888,458615,168993,203719,328654,231077
Dorgeshuun crossbow,516,179,246,273,169,451,220,333,139,184,261,516,280,441,386,231
Draconic visage,209,54,138,137,76,204,141,161,47,109,140,209,100,103,140,116
Dragon 2h sword,954,341,697,584,371,983,551,700,211,519,671,954,480,427,759,625
Dragon armour set (sk),0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Dragon arrow,4832858,1591556,3370178,2674278,1554641,4980435,2486456,3056860,1254346,2197714,3053974,4832858,2180805,2338458,3546756,2870595
Dragon arrow(p+),329,446,214,82,7,25,28,48,3,0,929,329,10,1011,258,1315
Dragon arrowtips,1486686,508903,1067165,835023,639870,1519290,857272,1087377,349946,698933,998054,1486686,700325,742688,1214880,876645
Dragon battleaxe,13927,3616,9551,7810,5769,14583,8072,10168,3372,6177,7793,13927,6254,6100,10066,7410
Dragon bitter,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dragon bitter(m4),0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Dragon bitter(m),1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0
Dragon bolts (p+),676,0,2824,434,0,0,2,160,100,48,78,676,1034,0,7,38
Dragon bolts (p++),15013,4846,8505,6312,1607,4395,2145,6899,2899,5011,4964,15013,6607,7937,9390,5282
Dragon bolts (unf),4730115,1388362,3480071,2617865,2176577,5109755,2620577,3606224,1079101,2078414,3187026,4730115,2416859,2549141,3826114,3094750
Dragon boots,13217,4931,9734,8076,6437,14892,7620,10321,3620,6456,9412,13217,6717,6708,9811,8879
Dragon cane,122,24,49,46,106,98,77,123,24,41,99,122,64,49,155,162
Dragon chainbody,2246,767,1142,1123,832,2020,1227,1395,473,879,1758,2246,918,1439,2066,1955
Dragon chainbody ornament kit,85,33,55,56,40,92,47,59,23,50,67,85,47,47,56,73
Dragon crossbow,6783,2474,4964,3980,2728,7517,3908,5324,2208,3523,4513,6783,3394,3210,4753,4026
Dragon dagger,38406,13702,26518,20905,13382,39260,21553,30151,9629,18267,25314,38406,20168,18347,31487,23583
Dragon dagger(p),278,75,125,96,100,142,128,182,107,108,190,278,115,81,142,137
Dragon dart,5766385,1704565,4149381,3016278,2197539,6116422,3284059,4399428,1934201,3039596,4416281,5766385,2672110,2727853,4290867,3381284
Dragon dart(p),200,0,1,1014,690,4656,0,30,22,64,367,200,0,0,729,11995
Dragon dart(p+),824,0,320,47,0,1364,410,0,13,10,4,824,5,112,18,430
Dragon full helm,48,20,47,43,40,46,56,48,25,25,35,48,22,23,49,49
Dragon halberd,10678,3619,8184,6264,4287,10861,5248,7904,2466,4028,6288,10678,4674,5562,7847,6323
Dragon hasta(p),0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Dragon hasta(p+),0,0,0,1,0,3,0,0,2,3,0,0,0,2,0,11
Dragon hunter crossbow,1622,596,1087,948,650,1731,928,1263,531,867,1088,1622,797,773,1284,1071
Dragon impling jar,2981,1217,3453,1592,2095,3972,2711,4516,946,4065,5085,2981,3641,1493,1886,4276
Dragon javelin,641398,282393,544563,358556,279611,710902,366652,479985,221002,310673,392550,641398,343790,383966,417703,342094
Dragon javelin heads,911472,288373,448357,319235,319734,688853,359075,464656,183399,475690,699290,911472,484865,473231,871688,563589
Dragon javelin(p++),31299,10504,28798,23597,12144,52507,25769,15837,17879,16878,27609,31299,11894,10819,27822,16112
Dragon kiteshield,21,4,12,20,4,22,22,17,12,19,20,21,12,15,21,20
Dragon kiteshield ornament kit,8,2,5,6,1,15,13,9,7,7,6,8,8,3,9,13
Dragon knife(p+),1340,124,417,1400,968,1440,1416,1355,2581,1265,237,1340,730,409,772,1930
Dragon knife(p++),100149,36325,85522,64842,75754,140179,47941,64718,26614,44020,66562,100149,43566,45478,61989,63685
Dragon longsword,46927,14505,31398,23730,15797,44511,24325,34422,11079,20401,29397,46927,24949,22817,38196,29506
Dragon mace,2581,933,1512,1437,1035,3206,1545,1885,865,1139,2173,2581,1097,1239,1837,1829
Dragon med helm,48408,15634,32450,25176,19052,50722,25848,35049,12339,22310,31428,48408,24102,23364,38607,32690
Dragon metal slice,1,0,1,0,0,2,1,0,0,1,1,1,1,0,0,0
Dragon necklace,13340,1134,5349,4838,4718,7649,14158,18898,2537,9990,9077,13340,2276,2582,3390,3659
Dragon pickaxe,3133,1020,2063,1697,1288,3096,1727,2227,907,1294,2235,3133,1438,1497,2409,2067
Dragon platebody ornament kit,31,9,22,14,13,26,24,22,17,26,21,31,19,17,28,23
Dragon platelegs,26204,7504,18189,14001,9508,25564,14110,19611,5911,11281,16538,26204,12580,12616,21430,14830
Dragon scale dust,767684,316640,296458,246036,248108,692516,333574,362420,142652,290592,541122,767684,432422,314612,567259,315682
Dragon scimitar ornament kit,182,62,137,101,77,198,112,117,45,86,108,182,87,76,135,119
Dragon spear(p),3,1,4,4,1,5,2,6,1,4,5,3,1,34,7,5
Dragon spear(p+),3,0,1,3,0,1,0,0,0,0,4,3,1,2,0,0
Dragon sq shield ornament kit,42,43,71,32,24,89,44,53,14,26,38,42,31,29,45,47
Dragon sword,1419,361,934,654,432,1471,690,1026,426,1011,1086,1419,655,735,1091,1006
Dragon thrownaxe,170644,104983,136024,118665,86508,201392,72883,172615,52070,79657,118349,170644,96246,104928,149046,103235
Dragonfire shield,2883,1063,2145,1702,1291,3358,1933,2318,887,1503,2180,2883,1469,1441,2149,1827
Dragonfire ward,1319,508,1000,760,519,1405,679,986,404,656,928,1319,626,605,945,845
Dragonfruit pie,12225,6362,35282,11135,7009,4935,9984,7691,3513,4641,33144,12225,4070,5725,24470,9444
Dragonfruit sapling,10169,3519,8152,5484,4146,11046,7693,10185,2493,6219,9626,10169,5693,6629,9144,7164
Dragonstone,508441,186174,468648,316543,203594,581272,323310,402649,126116,244018,383454,508441,280357,287093,454022,366934
Dragonstone armour set,10,10,9,8,6,10,16,8,1,5,17,10,4,5,16,8
Dragonstone bolt tips,2615254,1145638,2367408,1748266,1136702,3152131,1642911,2267998,840263,1187064,2005855,2615254,1334863,1388278,2478225,1685452
Dragonstone bolts,2325721,658171,1754636,1032531,964102,2548253,1080030,1463077,581942,1062287,1698578,2325721,1031246,953362,1739677,1233735
Dragonstone bracelet,287228,114709,295577,195812,144452,312188,181960,258104,86759,164825,270061,287228,137466,164573,309309,266348
Dragonstone dragon bolts,235563,20468,54256,74947,20320,68480,45815,95233,19186,55860,33336,235563,107051,79141,114899,31580
Dragonstone gauntlets,27,23,35,26,13,43,20,25,14,23,29,27,29,14,35,32
Dragonstone platebody,57,23,46,34,21,66,33,34,24,30,49,57,22,25,42,60
Dragonstone platelegs,57,35,59,28,33,76,52,45,27,29,38,57,23,25,48,81
Drake's claw,111,41,85,68,48,113,67,86,32,51,72,111,57,61,67,56
Drake's tooth,121,65,104,85,56,145,60,63,32,77,73,121,55,54,83,69
Drift net,132671,34359,78463,67596,50557,123738,63092,95520,35209,56985,92227,132671,70070,87736,125281,93232
Druid's robe top,12,5,16,9,4,17,12,20,5,17,16,12,6,15,13,13
Drunk dragon,63,21,27,94,31,195,66,84,6,6,108,63,51,14,25,55
Dust battlestaff,627,247,514,410,318,809,371,518,201,338,486,627,334,338,645,459
